Company,year,Current ratio (times),Debt to Asset ratio,Debt to equity ratio (times),Equity turnover,Free Cash Flow Return,Interest Coverage Ratio,Invested Capital Turnover,Net profit margin,Pre Tax Margin,Quick ratio (times),Return on capital employed,Return on equity,Return on sales,Return on total assets,Sales Growth Over Past Year,Acquired,Log_assets,Log_sales
N I I T Ltd.,2013,1.2,0.14,0.3,1.19,0.0,0.74,0.9,-1.74,-0.33,1.03,-1.78,-2.36,6.5,-1.04,-18.91,0,9.130474315365595,8.5567792224482
N I I T Ltd.,2014,1.04,0.1,0.15,0.57,0.03,0.6799999999999999,0.47,-26.54,-25.57,0.96,-15.6,-18.8,-2.58,-10.52,-33.09,0,9.454658158521799,8.154931240608722
N I I T Ltd.,2015,1.04,0.13,0.22,0.47,0.04,0.62,0.4,-1.9,0.16,0.94,-0.82,-0.98,2.62,-0.61,9.6,0,9.49631598926119,8.246564873530284
N I I T Ltd.,2016,1.22,0.14,0.23,0.46,0.02,0.66,0.37,-2.18,-0.61,1.14,-0.91,-1.11,0.98,-0.67,-4.41,0,9.481008525068704,8.20149565849142
N I I T Ltd.,2017,0.96,0.14,0.22,0.46,0.01,1.89,0.38,4.04,1.36,0.9,1.73,2.12,3.22,1.33,-0.69,0,9.386073606693282,8.194615970386542
N I I T Ltd.,2018,3.41,0.17,0.26,0.47,-0.01,2.81,0.38,7.74,5.91,1.07,3.41,4.23,4.99,2.77,4.33,0,9.436232143471512,8.23697651674239
N I I T Ltd.,2019,4.95,0.03,0.04,0.34,0.01,9.23,0.31,-6.49,74.86,4.85,-2.64,-2.95,6.31,-2.09,6.14,0,9.930801117671587,8.296521582333806
N I I T Ltd.,2020,9.27,0.01,0.01,0.24,0.04,14.33,0.23,6.8,12.11,9.23,2.0,2.06,3.98,1.59,-8.2,0,9.881318627765067,8.210966899540852
N I I T Ltd.,2021,9.27,0.01,0.01,0.24,0.04,14.33,0.23,6.8,12.11,9.23,2.0,2.06,3.98,1.59,-8.2,0,9.881318627765067,8.210966899540852
N S E.I T Ltd.,2000,2.2,0.0,0.0,0.99,,,0.99,,32.08,2.2,,,,,236.22,0,,
N S E.I T Ltd.,2001,2.21,0.0,0.0,1.01,,,1.01,,12.69,2.21,,,,,14.57,0,,
N S E.I T Ltd.,2002,2.15,0.0,0.0,1.29,,,1.29,,-13.93,2.15,,,,,14.17,0,,
N S E.I T Ltd.,2003,2.79,0.0,0.0,1.99,0.11,,1.99,5.34,11.17,2.79,10.75,10.75,21.43,7.7,41.53,0,5.21112415484566,5.497168225293202
N S E.I T Ltd.,2004,2.26,0.0,0.0,2.31,0.05,,2.31,10.04,15.78,2.26,23.5,23.5,20.14,17.24,38.4,0,5.406723240391823,5.822157927391522
N S E.I T Ltd.,2005,2.25,0.0,0.0,2.42,0.17,,2.42,8.08,12.33,2.25,19.74,19.74,14.15,14.18,22.62,0,5.536940488710632,6.026107490551522
N S E.I T Ltd.,2006,2.11,0.0,0.0,2.42,0.12,,2.42,5.55,8.94,2.11,13.72,13.72,9.85,9.42,10.55,0,5.690697235107546,6.126432407518466
N S E.I T Ltd.,2007,3.11,0.0,0.0,1.86,0.05,,1.86,10.49,14.3,3.11,19.88,19.88,19.48,14.06,-15.55,0,5.680172609017068,5.95739056677423
N S E.I T Ltd.,2008,2.4,0.0,0.0,2.42,0.27,,2.42,7.42,10.17,2.4,18.35,18.35,15.47,13.11,44.34,0,5.869014387351418,6.324358962381311
N S E.I T Ltd.,2009,1.99,0.0,0.0,2.9,0.24,76.9,2.9,12.5,19.07,1.99,37.03,37.03,21.36,24.16,41.4,0,6.173160908508018,6.670766320845874
N S E.I T Ltd.,2010,1.9,0.0,0.0,2.92,0.19,74.10714285714286,2.92,13.61,18.49,1.89,40.22,40.22,20.02,25.72,28.26,0,6.406384813986902,6.919683849847411
N S E.I T Ltd.,2011,2.35,0.0,0.0,2.64,0.04,71.31428571428572,2.64,11.12,17.78,2.34,29.91,29.91,18.14,20.84,15.24,0,6.497076603821085,7.061505878788056
N S E.I T Ltd.,2012,2.28,0.0,0.0,2.15,0.09,68.52142857142857,2.15,6.65,10.64,2.27,14.58,14.58,10.79,10.62,-3.46,0,6.6495025505543595,7.026337994809085
N S E.I T Ltd.,2013,2.75,0.0,0.0,2.05,0.2,65.72857142857143,2.05,10.39,17.12,2.74,21.9,21.9,16.52,16.21,8.89,0,6.7350671711564205,7.111512116496157
N S E.I T Ltd.,2014,2.91,0.0,0.0,1.79,0.19,62.93571428571428,1.79,11.51,16.26,2.91,21.2,21.2,17.02,16.04,-2.1,0,6.8406534754414015,7.090243488555412
N S E.I T Ltd.,2015,4.78,0.0,0.0,1.76,0.18,60.142857142857146,1.76,13.59,21.49,4.78,24.77,24.77,21.08,19.42,19.7,0,7.040974122768359,7.270034489640701
N S E.I T Ltd.,2016,3.71,0.0,0.0,1.47,0.03,57.35,1.47,12.82,19.6,3.71,19.78,19.78,17.94,15.41,4.97,0,7.3053898079751125,7.318539548567902
N S E.I T Ltd.,2017,4.03,0.02,0.03,1.52,-0.12,44.56,1.5,9.5,14.49,4.02,14.62,14.87,15.39,11.38,21.85,0,7.418180822726788,7.516161231086992
N S E.I T Ltd.,2018,2.59,0.29,0.62,1.86,0.2,139.91,1.37,12.12,17.88,2.53,16.95,23.02,19.0,13.09,46.87,0,8.141131533677315,7.9005625087532705
N S E.I T Ltd.,2019,2.82,0.33,0.67,1.61,0.03,3.94,0.98,6.51,9.66,2.76,6.57,10.84,16.48,5.21,1.12,0,8.189910600360882,7.911727163496126
N S E.I T Ltd.,2020,2.75,0.3,0.58,1.36,0.03,3.72,0.84,5.06,12.26,2.72,4.36,7.08,18.63,3.57,-6.42,0,8.252706676567644,7.845337724990581
N S E.I T Ltd.,2021,2.75,0.3,0.58,1.36,0.03,3.72,0.84,5.06,12.26,2.72,4.36,7.08,18.63,3.57,-6.42,0,8.252706676567644,7.845337724990581
N T T Data Global Delivery Services Pvt. Ltd.,2003,2.59,0.01,0.01,2.03,0.26,427.33,2.02,13.51,12.62,2.32,27.7,27.88,19.38,21.98,104.42,0,6.6129814527166,6.911049845931567
N T T Data Global Delivery Services Pvt. Ltd.,2004,4.74,0.01,0.01,2.29,0.28,364.2,2.27,12.69,12.36,4.36,28.95,29.2,18.25,22.15,51.12,0,6.9122451842549895,7.3239624836222035
N T T Data Global Delivery Services Pvt. Ltd.,2005,4.54,0.01,0.01,2.26,0.3,409.33,2.24,12.19,12.16,4.32,27.54,27.78,17.91,20.95,32.41,0,7.209192316666254,7.6046952577807785
N T T Data Global Delivery Services Pvt. Ltd.,2006,4.33,0.0,0.01,2.33,0.19,712.17,2.31,14.05,14.79,3.97,32.98,33.2,19.5,24.82,40.55,0,7.544913949333227,7.945094819178434
N T T Data Global Delivery Services Pvt. Ltd.,2007,4.76,0.0,0.0,1.9,0.14,1157.6,1.9,15.76,16.73,4.76,30.66,30.75,20.7,23.71,12.85,0,7.803720847061692,8.065956359061904
N T T Data Global Delivery Services Pvt. Ltd.,2008,4.91,0.0,0.0,1.36,0.1,15365.0,1.36,21.18,22.51,4.91,30.28,30.29,25.63,24.2,101.21,0,9.146079145722165,8.765130813588389
N T T Data Global Delivery Services Pvt. Ltd.,2009,6.04,0.0,0.0,0.61,0.07,12317.238000000001,0.61,16.22,19.32,6.04,10.78,10.78,18.06,8.78,-24.79,0,9.22248631051974,8.48030096523183
N T T Data Global Delivery Services Pvt. Ltd.,2010,3.97,0.0,0.0,0.68,0.03,9269.476,0.68,14.81,22.55,3.46,11.07,11.07,18.54,9.4,12.58,0,9.05496060379586,8.598828476418868
N T T Data Global Delivery Services Pvt. Ltd.,2011,3.35,0.0,0.0,0.93,0.25,6221.714,0.93,0.66,-27.45,3.16,0.65,0.65,18.03,0.55,11.19,0,8.794900682720815,8.704867065636801
N T T Data Global Delivery Services Pvt. Ltd.,2012,2.04,0.0,0.0,1.6,0.24,3173.952000000001,1.6,-16.4,-13.4,1.96,-26.49,-26.49,16.79,-20.55,10.93,0,8.342053781150495,8.808623231454495
N T T Data Global Delivery Services Pvt. Ltd.,2013,3.86,0.01,0.02,2.49,0.11,126.19,2.46,10.76,16.45,3.76,27.48,27.8,18.66,21.11,69.02,0,8.957033961014483,9.333442569110167
N T T Data Global Delivery Services Pvt. Ltd.,2014,3.71,0.0,0.01,1.77,0.07,175.94,1.75,9.79,14.93,3.65,17.94,18.17,14.21,11.54,5.32,0,9.506012935256592,9.385259599003374
N T T Data Global Delivery Services Pvt. Ltd.,2015,4.17,0.0,0.0,1.62,0.06,353.2,1.61,8.33,12.88,4.0,14.01,14.08,12.94,7.87,7.89,0,9.610236669669266,9.461231377292902
N T T Data Global Delivery Services Pvt. Ltd.,2016,4.1,0.0,0.0,1.38,0.0,1968.44,1.37,8.5,13.55,3.63,12.34,12.36,11.89,8.35,-3.29,0,9.377328300604933,9.427795776412719
N T T Data Global Delivery Services Pvt. Ltd.,2017,4.3,0.0,0.0,1.24,0.11,9165.5,1.24,9.13,13.8,4.23,11.91,11.91,12.4,8.33,1.98,0,9.762390469256891,9.44741838614684
N T T Data Global Delivery Services Pvt. Ltd.,2018,5.21,0.0,0.0,1.22,0.02,4593.1,1.22,9.28,13.99,5.15,11.75,11.75,13.4,8.38,11.11,0,9.61027689223413,9.552752077833818
N T T Data Global Delivery Services Pvt. Ltd.,2019,3.66,0.13,0.17,1.08,-0.04,20.7,0.98,20.93,25.59,3.62,21.7,23.74,28.94,18.48,5.48,0,9.929817847782157,9.606138908967576
N T T Data Global Delivery Services Pvt. Ltd.,2020,4.47,0.06,0.08,0.99,0.19,18.16,0.88,13.95,16.36,4.46,12.92,14.49,20.74,11.02,9.79,0,10.031630076253544,9.699545957955573
N T T Data Global Delivery Services Pvt. Ltd.,2021,4.47,0.06,0.08,0.99,0.19,18.16,0.88,13.95,16.36,4.46,12.92,14.49,20.74,11.02,9.79,0,10.031630076253544,9.699545957955573
Napier Healthcare Solutions (India) Pvt. Ltd.,2005,3.49,0.29,0.51,0.5,,,0.37,,-23.51,2.57,,,,,19.55,0,,
Napier Healthcare Solutions (India) Pvt. Ltd.,2006,7.74,0.14,0.18,0.35,,,0.27,,-114.22,5.26,,,,,-14.07,0,,
Napier Healthcare Solutions (India) Pvt. Ltd.,2007,1.87,0.26,0.45,1.13,,,0.86,,-9.62,1.36,,,,,303.1,0,,
Napier Healthcare Solutions (India) Pvt. Ltd.,2008,4.12,0.13,0.19,1.4,,,1.08,,-6.71,3.39,,,,,56.64,0,,
Napier Healthcare Solutions (India) Pvt. Ltd.,2009,6.57,0.08,0.09,0.09,,,0.08,,-828.21,4.44,,,,,-89.77,0,,
Napier Healthcare Solutions (India) Pvt. Ltd.,2010,12.62,0.04,0.04,0.04,,,0.04,,-188.62,5.55,,,,,-27.4,0,,
Napier Healthcare Solutions (India) Pvt. Ltd.,2011,8.1,0.02,0.03,0.04,,,0.03,,-850.36,2.12,,,,,8.49,0,,
Napier Healthcare Solutions (India) Pvt. Ltd.,2012,20.66,0.02,0.03,0.05,,,0.04,,-889.18,1.83,,,,,60.0,0,,
Napier Healthcare Solutions (India) Pvt. Ltd.,2013,8.67,0.0,0.0,0.35,,,0.35,,-89.73,1.89,,,,,722.28,0,,
Napier Healthcare Solutions (India) Pvt. Ltd.,2014,1.91,0.0,0.0,0.73,,,0.73,,-47.23,1.89,,,,,62.06,0,,
Napier Healthcare Solutions (India) Pvt. Ltd.,2015,0.3,0.0,0.0,0.98,0.01,,0.98,-51.24,-50.14,0.29,-50.75,-50.75,-24.27,-40.49,-12.44,0,5.498396978263695,5.369241704884735
Napier Healthcare Solutions (India) Pvt. Ltd.,2016,0.75,0.0,0.0,2.41,-0.26,,2.41,-21.24,-21.24,0.74,-51.85,-51.85,-6.63,-36.82,85.42,0,5.394081988532416,5.986703230006271
Napier Healthcare Solutions (India) Pvt. Ltd.,2017,0.4,0.0,0.0,3.41,0.02,,3.41,-13.98,-15.78,0.39,-47.73,-47.73,0.0,-33.22,11.28,0,5.0317442573064906,6.093569770045136
Napier Healthcare Solutions (India) Pvt. Ltd.,2018,0.71,0.0,0.0,4.03,0.05,,4.03,-11.56,-11.56,0.69,-47.46,-47.46,5.56,-29.25,-30.23,0,4.5612182984589085,5.733664849138071
Napier Healthcare Solutions (India) Pvt. Ltd.,2019,1.4,0.0,0.0,4.93,0.0,,4.93,-1.81,-1.81,1.38,-8.93,-8.93,1.56,-5.81,-10.74,0,4.33729074083249,5.62003848122324
Napier Healthcare Solutions (India) Pvt. Ltd.,2020,2.45,0.0,0.0,4.81,0.01,,4.81,0.38,0.38,2.44,1.85,1.85,1.89,1.23,-5.98,0,4.449685283147696,5.5583712718823435
Napier Healthcare Solutions (India) Pvt. Ltd.,2021,2.45,0.0,0.0,4.81,0.01,,4.81,0.38,0.38,2.44,1.85,1.85,1.89,1.23,-5.98,0,4.449685283147696,5.5583712718823435
Ness Technologies (India) Pvt. Ltd.,2003,1.14,0.02,0.03,2.8,0.54,,2.72,-1.46,-1.99,1.14,-3.97,-4.1,6.96,-2.62,0.0,0,5.881370624310908,6.464744054800002
Ness Technologies (India) Pvt. Ltd.,2004,1.85,0.17,0.28,3.61,0.27,89.62,3.02,17.51,17.58,1.85,52.88,63.24,24.69,38.29,88.57,0,6.619539730924212,7.099036577147563
Ness Technologies (India) Pvt. Ltd.,2005,5.95,0.14,0.19,3.06,0.19,34.47,2.5,19.71,20.34,5.95,49.42,60.47,27.37,41.05,59.8,0,7.017595744661669,7.567759240948828
Ness Technologies (India) Pvt. Ltd.,2006,6.83,0.08,0.1,1.72,0.09,45.13,1.51,20.65,23.06,6.83,31.4,35.79,29.49,27.84,-10.92,0,7.291179256213421,7.45211238595692
Ness Technologies (India) Pvt. Ltd.,2007,6.83,0.08,0.1,1.72,0.09,45.13,1.51,20.65,23.06,6.83,31.4,35.79,29.49,27.84,-10.92,0,7.291179256213421,7.45211238595692
Ness Technologies (India) Pvt. Ltd.,2008,6.032,0.064,0.08,1.376,0.1,49.27,1.208,17.585,21.084,6.014,28.247999999999998,31.759999999999998,27.32333333333333,24.698,-10.22,0,7.4593532960382625,7.561034870543061
Ness Technologies (India) Pvt. Ltd.,2009,5.234,0.048,0.060000000000000005,1.032,0.11,53.410000000000004,0.906,14.52,19.108,5.198,25.096,27.73,25.156666666666666,21.556,-9.52,0,7.603274643687138,7.659249980928156
Ness Technologies (India) Pvt. Ltd.,2010,4.436,0.032,0.04000000000000001,0.688,0.12,57.55,0.6040000000000001,11.455,17.131999999999998,4.382,21.944,23.700000000000003,22.99,18.414,-8.82,0,7.729064776943335,7.748675703831515
Ness Technologies (India) Pvt. Ltd.,2011,3.638,0.016,0.020000000000000004,0.3440000000000001,0.13,61.69,0.30200000000000005,8.39,15.155999999999999,3.566,18.792,19.67,20.82333333333333,15.272,-8.12,0,7.840785126860569,7.830756776547735
Ness Technologies (India) Pvt. Ltd.,2012,2.84,0.0,0.0,0.0,0.31,65.83,0.0,8.45,13.18,2.75,15.64,15.64,18.656666666666666,12.13,-7.42,0,7.732719884162269,7.906608617838114
Ness Technologies (India) Pvt. Ltd.,2013,4.14,0.0,0.0,1.69,0.12,69.97,1.69,7.95,11.51,4.05,13.65,13.65,16.49,10.75,-6.72,0,7.650073503548532,7.977110386583129
Ness Technologies (India) Pvt. Ltd.,2014,6.57,0.0,0.0,1.53,0.1,74.11,1.53,9.16,11.82,6.47,14.58,14.58,12.21,11.78,-6.02,0,7.751690348664152,7.915056049199656
Ness Technologies (India) Pvt. Ltd.,2015,8.06,0.0,0.0,1.33,0.09,78.25,1.33,9.83,15.19,7.97,13.75,13.75,14.22,11.48,0.37,0,7.870967763965696,7.9187014308976735
Ness Technologies (India) Pvt. Ltd.,2016,7.58,0.0,0.0,1.12,0.12,82.39,1.12,9.56,15.02,7.49,11.18,11.18,14.01,9.51,-4.0,0,7.976698425988199,7.87785214541482
Ness Technologies (India) Pvt. Ltd.,2017,8.16,0.0,0.0,0.94,0.1,70.33,0.94,9.24,14.34,7.98,9.48,9.48,9.78,8.18,-5.8,0,8.076701761384394,7.818148655590208
Ness Technologies (India) Pvt. Ltd.,2018,9.63,0.0,0.0,0.91,0.08,58.58,0.91,9.07,15.53,9.51,8.56,8.56,13.92,7.4,-0.49,0,8.032002825242078,7.813187267521416
Ness Technologies (India) Pvt. Ltd.,2019,7.09,0.1,0.14,0.84,0.12,12.8,0.79,13.17,19.29,7.02,11.08,11.86,21.78,9.62,-6.34,0,8.219541587926965,7.7476400156536664
Ness Technologies (India) Pvt. Ltd.,2020,5.98,0.11,0.14,0.88,0.13,12.17,0.77,11.6,17.25,5.93,9.12,10.4,22.31,7.94,15.47,0,8.359626684287809,7.891517725971305
Ness Technologies (India) Pvt. Ltd.,2021,5.98,0.11,0.14,0.88,0.13,12.17,0.77,11.6,17.25,5.93,9.12,10.4,22.31,7.94,15.47,0,8.359626684287809,7.891517725971305
Net Access India Ltd.,2007,1.29,0.17,0.42,8.37,0.28,13.75,4.71,12.33,13.99,1.28,58.17,103.49,17.08,34.03,40.9,0,3.4372078191851885,4.276666119016055
Net Access India Ltd.,2008,1.4,0.08,0.18,6.06,0.26666666666666666,26.25,4.74,11.256666666666666,10.9,1.39,50.56333333333333,81.34666666666666,16.869999999999997,28.753333333333334,35.42,0,3.7932394694381792,4.483379128934169
Net Access India Ltd.,2009,1.56,0.04,0.08,4.48,0.25333333333333335,34.75,3.99,10.183333333333334,14.13,1.55,42.95666666666667,59.20333333333333,16.66,23.476666666666667,4.0,0,4.055257173514054,4.654595069315614
Net Access India Ltd.,2010,1.33,0.01,0.03,4.06,0.24,84.5,3.87,9.11,13.98,1.18,35.35,37.06,16.45,18.2,19.92,0,4.2626798770413155,4.800736969532067
Net Access India Ltd.,2011,1.36,0.0,0.0,4.32,0.15,190.0,4.26,7.97,11.88,1.2,34.22,34.69,13.94,16.05,31.0,0,4.483002552013883,5.070789216916003
Net Access India Ltd.,2012,1.08,0.1,0.19,4.4,0.09,216.0,3.98,10.56,7.98,1.02,42.15,46.58,13.78,23.16,23.41,0,4.511957804265912,5.281171207713066
Net Access India Ltd.,2013,1.0,0.05,0.11,4.14,0.21,15.67,3.6,5.22,8.52,0.95,18.86,21.67,12.07,10.8,10.83,0,4.787491742782046,5.384036241950574
Net Access India Ltd.,2014,1.12,0.03,0.05,4.19,0.175,33.86,3.88,5.375,9.22,1.03,20.445,22.130000000000003,11.9,11.655000000000001,15.56,0,4.876722876509988,5.548492256913277
Net Access India Ltd.,2015,1.27,0.0,0.0,4.07,0.14,125.5,3.97,5.53,8.46,1.22,22.03,22.59,11.73,12.51,17.47,0,4.958639998977875,5.689683550276699
Net Access India Ltd.,2016,1.33,0.0,0.0,4.25,0.32,351.0,4.23,5.98,8.92,1.27,25.47,25.55,10.79,14.3,33.13,0,5.242275975664412,5.975843166205025
Net Access India Ltd.,2017,1.18,0.01,0.01,3.77,-0.02,361.0,3.74,6.49,9.22,1.07,24.37,24.52,12.3,13.02,1.8,0,5.355642433167306,5.993712019648461
Net Access India Ltd.,2018,0.94,0.0,0.01,4.01,0.14,166.0,3.97,5.51,7.67,0.85,21.92,22.11,10.88,11.11,12.6,0,5.465948207931988,6.112353864383436
Net Access India Ltd.,2019,1.26,0.0,0.01,3.79,0.1,332.0,3.76,4.94,7.73,1.15,18.68,18.8,10.82,9.79,4.43,0,5.486455308663431,6.155706990502031
Net Access India Ltd.,2020,1.2,0.0,0.0,3.08,0.12,278.0,3.06,4.79,6.93,1.12,14.71,14.77,10.09,8.03,-12.94,0,5.517452896464707,6.01713229385656
Net Access India Ltd.,2021,1.2,0.0,0.0,3.08,0.12,278.0,3.06,4.79,6.93,1.12,14.71,14.77,10.09,8.03,-12.94,0,5.517452896464707,6.01713229385656
Netripples Software Ltd.,2001,4.0,0.05,0.09,0.12,-0.04,,0.11,-655.56,-594.64,0.74,-84.79,-86.98,2.13,-78.58,-86.42,0,3.6988297849671046,1.547562508716013
Netripples Software Ltd.,2002,12.25,0.02,0.03,0.24,-0.03,10.5,0.23,23.08,33.33,2.13,5.65,5.96,90.16,4.94,29.79,0,3.713572066704308,1.8082887711792655
Netripples Software Ltd.,2003,14.06,0.01,0.02,0.24,0.0,19.0,0.24,23.19,27.14,3.76,5.61,5.75,67.65,4.92,11.48,0,3.758871825933971,1.916922612182061
Netripples Software Ltd.,2004,15.61,0.02,0.02,0.31,0.0,154.5,0.3,18.09,21.65,4.78,5.43,5.55,46.81,4.77,38.24,0,3.8133070324889884,2.2407096892759584
Netripples Software Ltd.,2005,43.69,0.01,0.01,1.08,0.08,290.0,1.07,56.67,56.75,19.23,60.52,61.36,61.1,55.79,441.49,0,4.294560608892605,3.929862923556477
Netripples Software Ltd.,2006,35.71,0.01,0.01,0.96,-0.06,22.0,0.96,2.95,3.44,11.47,2.82,2.85,6.57,2.66,19.65,0,4.32280727501391,4.109233174715851
Netripples Software Ltd.,2007,9.69,0.07,0.09,1.06,-0.06,3.5,1.02,2.95,1.59,1.27,2.82,2.85,6.57,2.66,13.79,0,4.32280727501391,4.109233174715851
Netripples Software Ltd.,2008,8.09,0.09,0.12,1.17,-0.06,1.15,1.06,2.95,0.24,0.7,2.82,2.85,6.57,2.66,11.54,0,4.32280727501391,4.109233174715851
Netripples Software Ltd.,2009,7.25,0.12,0.15,1.17,-0.06,1.36,1.03,2.95,0.63,0.41,2.82,2.85,6.57,2.66,2.07,0,4.32280727501391,4.109233174715851
Netripples Software Ltd.,2010,7.41,0.11,0.14,1.36,-0.06,3.13,1.19,2.95,0.21,0.28,2.82,2.85,6.57,2.66,18.88,0,4.32280727501391,4.109233174715851
Netripples Software Ltd.,2011,5.0,0.17,0.23,1.6,-0.06,4.83,1.35,2.95,0.27,0.34,2.82,2.85,6.57,2.66,18.23,0,4.32280727501391,4.109233174715851
Netripples Software Ltd.,2012,5.12,0.17,0.21,1.61,-0.06,2.38,1.32,2.95,0.26,0.29,2.82,2.85,6.57,2.66,4.06,0,4.32280727501391,4.109233174715851
Netripples Software Ltd.,2013,5.41,0.16,0.2,1.76,-0.06,3.7,1.46,2.95,4.67,0.32,2.82,2.85,6.57,2.66,14.99,0,4.32280727501391,4.109233174715851
Netripples Software Ltd.,2014,3.89,0.22,0.31,2.02,-0.06,2.39,1.6,2.95,2.46,0.42,2.82,2.85,6.57,2.66,19.67,0,4.32280727501391,4.109233174715851
Netripples Software Ltd.,2015,3.89,0.22,0.31,2.02,-0.06,2.39,1.6,2.95,2.46,0.42,2.82,2.85,6.57,2.66,19.67,0,4.32280727501391,4.109233174715851
Netripples Software Ltd.,2016,20.536666666666665,0.14666666666666667,0.20666666666666667,2.22,-0.06,2.796666666666667,1.8266666666666667,2.95,2.2666666666666666,2.3,2.82,2.85,6.57,2.66,12.23,0,4.32280727501391,4.109233174715851
Netripples Software Ltd.,2017,37.18333333333333,0.07333333333333333,0.10333333333333333,2.42,-0.06,3.203333333333333,2.0533333333333332,2.95,2.0733333333333333,4.18,2.82,2.85,6.57,2.66,4.790000000000001,0,4.32280727501391,4.109233174715851
Netripples Software Ltd.,2018,53.83,0.0,0.0,2.62,-0.06,3.61,2.28,2.95,1.88,6.06,2.82,2.85,6.57,2.66,-2.65,0,4.32280727501391,4.109233174715851
Netripples Software Ltd.,2019,135.29,0.0,0.0,1.42,-0.06,3.61,1.42,2.95,0.07,8.57,2.82,2.85,6.57,2.66,-43.98,0,4.32280727501391,4.109233174715851
Netripples Software Ltd.,2020,135.29,0.0,0.0,1.42,-0.06,3.61,1.42,2.95,0.07,8.57,2.82,2.85,6.57,2.66,-43.98,0,4.32280727501391,4.109233174715851
Netripples Software Ltd.,2021,135.29,0.0,0.0,1.42,-0.06,3.61,1.42,2.95,0.07,8.57,2.82,2.85,6.57,2.66,-43.98,0,4.32280727501391,4.109233174715851
Newgen Software Technologies Ltd.,2003,1.21,0.27,0.5,1.76,,2.72,1.28,,5.21,1.19,,,,,13.56,0,,
Newgen Software Technologies Ltd.,2004,1.12,0.23,0.42,2.38,,3.11,1.64,,5.83,1.12,,,,,36.6,0,,
Newgen Software Technologies Ltd.,2005,1.67,0.15,0.3,2.81,0.09,7.01,2.08,8.91,11.6,1.66,18.61,25.15,20.92,13.12,37.76,0,5.913232698838408,6.178566327074926
Newgen Software Technologies Ltd.,2006,1.62,0.21,0.48,3.02,0.05,22.23,2.16,12.92,16.58,1.61,27.94,39.12,20.56,18.25,36.43,0,6.332746626439233,6.489204931325317
Newgen Software Technologies Ltd.,2007,2.26,0.15,0.27,2.31,-0.07,3.49,1.74,3.76,5.37,2.25,6.56,8.74,14.48,4.64,41.23,0,6.857303735486039,6.834431614563294
Newgen Software Technologies Ltd.,2008,3.23,0.03,0.04,1.69,-0.01,3.16,1.47,1.97,2.49,3.22,2.97,3.4,7.12,2.15,10.89,0,6.890405640647024,6.937799400330514
Newgen Software Technologies Ltd.,2009,3.17,0.03,0.04,1.51,0.03,7.23,1.44,2.21,3.59,3.17,3.2,3.34,12.38,2.28,-1.43,0,6.899420642192079,6.923431758367145
Newgen Software Technologies Ltd.,2010,2.87,0.01,0.02,1.63,0.0049999999999999975,10.17,1.58,6.050000000000001,8.57,2.85,10.055,10.665,14.73,6.91,13.21,0,7.0575536440705315,7.0925737159746784
Newgen Software Technologies Ltd.,2011,2.52,0.06,0.1,1.77,-0.02,17.11,1.66,9.89,14.15,2.52,16.91,17.99,17.08,11.54,20.89,0,7.194061405253987,7.237202900666386
Newgen Software Technologies Ltd.,2012,3.27,0.01,0.01,1.95,0.16,21.08,1.85,16.31,20.32,3.27,30.97,32.56,21.93,21.57,35.79,0,7.374252768898585,7.543114435774688
Newgen Software Technologies Ltd.,2013,2.4,0.14,0.25,1.72,0.05,25.5,1.49,17.46,20.5,2.4,26.82,31.0,22.26,18.43,23.75,0,7.9991079469209865,7.756195343948118
Newgen Software Technologies Ltd.,2014,2.39,0.15,0.29,1.58,0.03,20.07,1.24,14.54,21.24,2.38,18.53,23.56,21.22,12.3,19.23,0,8.236552933753503,7.932039058359485
Newgen Software Technologies Ltd.,2015,2.8,0.16,0.34,1.55,-0.01,9.62,1.18,9.31,10.57,2.8,11.09,14.58,14.71,7.06,12.32,0,8.420594181426983,8.048181070463658
Newgen Software Technologies Ltd.,2016,2.5,0.13,0.29,1.67,0.06,13.15,1.27,12.26,15.84,2.5,15.86,20.81,21.05,9.54,22.47,0,8.610209833982758,8.250907247205186
Newgen Software Technologies Ltd.,2017,3.04,0.09,0.16,1.42,0.08,21.11,1.17,14.85,19.33,3.04,17.6,21.33,21.52,10.9,19.94,0,8.878734276462453,8.43276755941385
Newgen Software Technologies Ltd.,2018,2.78,0.09,0.17,1.25,0.1,15.69,1.07,16.71,21.67,2.77,18.51,21.59,24.55,12.05,20.13,0,9.065337721045912,8.616205600413885
Newgen Software Technologies Ltd.,2019,2.42,0.11,0.2,1.14,0.08,8.84,0.96,10.9,14.17,2.42,10.84,12.86,19.27,7.04,4.59,0,9.191198326447816,8.661120360222881
Newgen Software Technologies Ltd.,2020,3.5,0.02,0.02,1.05,0.23,32.61,0.95,20.81,25.1,3.5,20.24,22.4,33.17,13.48,5.71,0,9.15603201052284,8.716683190130226
Newgen Software Technologies Ltd.,2021,3.5,0.02,0.02,1.05,0.23,32.61,0.95,20.81,25.1,3.5,20.24,22.4,33.17,13.48,5.71,0,9.15603201052284,8.716683190130226
Nihar Info Global Ltd.,2000,4.2,0.0,0.0,0.0,0.05,,0.0,-11300.0,-11300.0,1.1,-106.35,-106.35,,-101.35,,0,2.424802725718295,
Nihar Info Global Ltd.,2001,1.94,0.14,0.22,0.06,-0.01,,0.05,-100.0,-222.58,1.64,-5.45,-6.46,-33.33,-4.94,,0,4.380775852772229,0.5877866649021191
