Company,year,Current ratio (times),Debt to Asset ratio,Debt to equity ratio (times),Equity turnover,Free Cash Flow Return,Interest Coverage Ratio,Invested Capital Turnover,Net profit margin,Pre Tax Margin,Quick ratio (times),Return on capital employed,Return on equity,Return on sales,Return on total assets,Sales Growth Over Past Year,Acquired,Log_assets,Log_sales
Protean Egov Technologies Ltd.,2006,3.14,0.0,0.0,0.26,0.21,2005.5069230769232,0.26,18.31,26.42,3.14,13.45,13.45,-7.82,10.66,49.12,0,7.942646490092394,6.295634937064565
Protean Egov Technologies Ltd.,2007,3.14,0.0,0.0,0.3,0.18,1820.0092307692307,0.3,26.07,39.01,3.14,21.64,21.64,5.21,17.0,33.03,0,8.115909329701296,6.581055139509627
Protean Egov Technologies Ltd.,2008,3.35,0.0,0.0,0.43,0.12,1634.5115384615385,0.43,12.11,18.63,3.35,9.76,9.76,28.21,7.67,60.78,0,8.174674713058623,7.055916629962658
Protean Egov Technologies Ltd.,2009,3.84,0.0,0.0,0.56,0.17,1449.0138461538463,0.56,23.13,33.65,3.84,23.99,23.99,47.31,18.93,47.95,0,8.344814044652002,7.447634723138865
Protean Egov Technologies Ltd.,2010,2.93,0.0,0.0,0.7,0.12,1263.5161538461539,0.7,18.97,28.75,2.93,20.94,20.94,51.21,16.33,47.28,0,8.519650170569411,7.834827679220969
Protean Egov Technologies Ltd.,2011,1.23,0.0,0.0,0.14,0.19,1078.0184615384617,0.14,19.23,28.2,1.21,22.01,22.01,-398.52,16.79,-77.21,0,8.660080678964786,6.3561076606958915
Protean Egov Technologies Ltd.,2012,2.15,0.0,0.0,0.24,0.32,892.5207692307695,0.24,17.87,26.36,2.08,20.95,20.95,-226.84,15.58,31.77,0,7.927143968859859,6.63200177739563
Protean Egov Technologies Ltd.,2013,2.19,0.0,0.0,1.76,0.24,707.023076923077,1.76,16.37,24.15,2.11,29.8,29.8,25.23,22.24,401.28,0,8.035149369075699,8.243992423560657
Protean Egov Technologies Ltd.,2014,1.6,0.0,0.0,1.59,0.2,521.5253846153848,1.59,16.76,24.83,1.59,27.61,27.61,23.61,20.79,7.61,0,8.24380842366528,8.317375465405524
Protean Egov Technologies Ltd.,2015,2.35,0.0,0.0,1.43,0.16,336.02769230769263,1.43,18.42,27.44,2.34,27.31,27.31,26.02,21.19,14.07,0,8.44578311512796,8.449021411312904
Protean Egov Technologies Ltd.,2016,1.58,0.0,0.0,1.47,0.19,150.53,1.47,19.06,28.64,1.57,28.87,28.87,27.62,21.64,32.42,0,8.790543046557756,8.729817610140238
Protean Egov Technologies Ltd.,2017,1.68,0.0,0.0,1.74,0.13,504.26,1.74,14.61,21.28,1.67,26.08,26.08,20.87,19.24,45.46,0,8.918355723371022,9.104524196965844
Protean Egov Technologies Ltd.,2018,1.75,0.0,0.0,1.23,0.15,1011.67,1.23,15.75,22.98,1.71,20.16,20.16,22.72,15.59,-15.27,0,9.04960808078337,8.93876784125747
Protean Egov Technologies Ltd.,2019,2.05,0.01,0.02,1.01,0.06,98.09,1.0,16.07,20.84,1.94,16.91,17.07,22.32,13.42,-5.82,0,9.164453489203707,8.878831795983848
Protean Egov Technologies Ltd.,2020,2.28,0.01,0.01,0.85,0.11,123.12,0.84,14.2,17.77,2.19,12.84,13.02,19.17,9.93,-15.77,0,9.115260165725912,8.707185254514412
Protean Egov Technologies Ltd.,2021,2.28,0.01,0.01,0.85,0.11,123.12,0.84,14.2,17.77,2.19,12.84,13.02,19.17,9.93,-15.77,0,9.115260165725912,8.707185254514412
Quinnox Consultancy Services Ltd.,2000,3.94,0.17,0.29,2.92,-0.04,,2.51,10.38,11.8,3.94,26.89,31.37,12.6,18.79,0.96,0,5.705114919889979,6.0910836121366945
Quinnox Consultancy Services Ltd.,2001,6.36,0.02,0.02,2.36,0.14,56.0,2.1,19.94,22.73,6.36,42.62,47.88,24.28,35.27,23.38,0,5.792708683850602,6.301152699822378
Quinnox Consultancy Services Ltd.,2002,3.91,0.0,0.01,0.9,0.03,46.712,0.88,-12.96,-12.54,3.91,-11.49,-11.67,-6.74,-10.02,-55.37,0,5.720311776607412,5.494295249789477
Quinnox Consultancy Services Ltd.,2003,2.16,0.08,0.15,1.6,-0.02,37.424,1.53,-48.65,-47.92,2.16,-76.44,-80.33,-15.08,-57.17,22.36,0,5.37805233456689,5.69608626802173
Quinnox Consultancy Services Ltd.,2004,2.16,0.08,0.15,1.6,-0.02,28.136,1.53,-48.65,-47.92,2.16,-76.44,-80.33,-15.08,-57.17,22.36,0,5.37805233456689,5.69608626802173
Quinnox Consultancy Services Ltd.,2005,2.18,0.12,0.21999999999999997,2.09,0.09,18.848,1.745,11.86,-17.8,2.18,-24.15,-21.619999999999997,17.44,-18.314999999999998,29.945,0,5.904271335405605,6.092666427616949
Quinnox Consultancy Services Ltd.,2006,2.2,0.16,0.29,2.58,0.12,9.56,1.96,14.33,12.32,2.2,28.14,37.09,20.01,20.54,37.53,0,6.185385239745289,6.411325535499879
Quinnox Consultancy Services Ltd.,2007,2.07,0.1,0.16,2.82,0.19,5.62,2.3,3.78,5.15,2.07,8.74,10.68,12.99,6.22,33.79,0,6.229890721953349,6.702451645796258
Quinnox Consultancy Services Ltd.,2008,1.26,0.21,0.52,3.28,0.01,1.51,2.49,0.18,1.12,1.26,0.46,0.6,19.91,0.3,6.72,0,6.3473892096560105,6.767458193443415
Quinnox Consultancy Services Ltd.,2009,2.28,0.18,0.28,2.25,0.13,3.91,1.63,3.02,4.27,2.28,4.95,6.81,13.45,3.45,-27.13,0,6.293234418877382,6.450944243522384
Quinnox Consultancy Services Ltd.,2010,1.85,0.08,0.13,2.44,0.39,10.32,2.03,8.57,11.48,1.85,17.68,21.26,15.24,13.3,33.43,0,6.336117515819389,6.739336627357174
Quinnox Consultancy Services Ltd.,2011,1.94,0.0,0.01,2.72,0.15,15.85,2.56,5.43,7.13,1.94,14.13,15.05,9.96,9.7,17.29,0,6.336825731146441,6.8988154374126625
Quinnox Consultancy Services Ltd.,2012,1.55,0.1,0.16,2.89,0.15,77.93,2.65,6.3149999999999995,8.7,1.55,15.485,16.55,12.22,11.219999999999999,26.45,0,6.503164788284634,7.070681625474336
Quinnox Consultancy Services Ltd.,2013,3.44,0.0,0.0,2.49,0.15,127.1,2.33,7.2,9.08,3.44,16.84,18.05,14.48,12.74,8.75,0,6.645740953278934,7.2172966857868115
Quinnox Consultancy Services Ltd.,2014,2.35,0.12,0.19,2.1,-0.08,95.1,1.9,8.84,12.53,2.35,17.71,19.5,11.82,13.92,0.54,0,6.966872883465226,7.222711993568799
Quinnox Consultancy Services Ltd.,2015,2.92,0.09,0.12,1.73,0.0,6.35,1.5,1.19,2.02,2.92,1.86,2.15,2.11,1.47,-9.29,0,6.935953933340816,7.125202637751466
Quinnox Consultancy Services Ltd.,2016,4.52,0.0,0.01,1.66,0.15,5.1,1.56,0.29,1.1,4.08,0.47,0.5,1.68,0.37,-0.58,0,6.882027130409406,7.119392890110145
Quinnox Consultancy Services Ltd.,2017,4.16,0.03,0.03,1.67,0.12,14.41,1.64,2.74,3.54,4.16,4.71,4.81,1.5,3.68,3.09,0,6.925398714154732,7.149838340115741
Quinnox Consultancy Services Ltd.,2018,5.66,0.0,0.0,1.65,-0.01,223.67,1.63,3.45,4.74,5.66,5.7,5.8,6.08,4.53,3.02,0,6.918695219020472,7.179612801086947
Quinnox Consultancy Services Ltd.,2019,3.94,0.0,0.0,1.72,-0.05,32.84,1.72,4.81,7.46,3.94,8.63,8.63,4.3,6.81,10.13,0,7.023491777464733,7.276141378848881
Quinnox Consultancy Services Ltd.,2020,3.5,0.03,0.04,2.12,0.14,1889.0,2.07,7.73,10.51,3.5,16.14,16.47,11.91,12.24,23.52,0,7.045950777733537,7.487341747318916
Quinnox Consultancy Services Ltd.,2021,3.5,0.03,0.04,2.12,0.14,1889.0,2.07,7.73,10.51,3.5,16.14,16.47,11.91,12.24,23.52,0,7.045950777733537,7.487341747318916
R S Software (India) Ltd.,2000,3.85,0.41,0.79,2.9,0.0,3.45,1.67,12.76,12.76,3.85,21.5,37.23,20.26,19.83,59.79,0,6.693571469039399,6.915822650059896
R S Software (India) Ltd.,2001,1.49,0.48,39.07,2.79,0.27,2.7925,1.1,-41.38,-40.76,1.49,-45.68,-115.94,-2.59,-37.41,-41.81,0,6.49888437773914,6.37434315654335
R S Software (India) Ltd.,2002,1.65,0.88,31.57,-88.48,0.26,2.135,1.83,-32.19,-32.06,1.65,-58.84,-68.622,20.43,-43.15,3.32,0,6.006106823844852,6.40704498895724
R S Software (India) Ltd.,2003,0.96,1.09,24.07,-9.06,0.14,1.4775,1.86,-14.89,-14.83,0.96,-27.71,-21.304000000000002,12.32,-22.61,-1.72,0,5.938591057500914,6.389737184634642
R S Software (India) Ltd.,2004,1.09,1.15,16.57,-6.98,0.42,0.82,2.93,-1.59,-1.82,1.09,-4.67,26.01400000000001,19.13,-3.68,37.13,0,5.788123623089952,6.705516688347823
R S Software (India) Ltd.,2005,1.13,1.0,9.07,-9.85,0.34,1.75,3.57,6.47,5.53,1.13,23.09,73.332,19.34,18.26,12.09,0,5.781052110147502,6.819688800113687
R S Software (India) Ltd.,2006,1.3,0.51,1.57,25.14,0.4,1.77,3.22,4.79,4.95,1.3,15.47,120.65,15.33,12.92,10.35,0,6.075116119603592,6.918200536843676
R S Software (India) Ltd.,2007,0.81,0.5,1.64,7.53,0.31,1.3,2.89,1.16,-1.42,0.81,3.36,8.74,10.92,2.8,-0.32,0,6.025865973825314,6.915028762948635
R S Software (India) Ltd.,2008,0.81,0.3,0.78,9.62,0.32,3.38,4.53,4.32,6.28,0.81,19.62,41.67,13.1,14.69,48.49,0,6.168982920395917,7.310349603665281
R S Software (India) Ltd.,2009,1.93,0.08,0.14,6.91,0.34,16.62,4.96,5.94,7.26,1.93,29.57,41.15,13.8,20.37,8.23,0,6.163525308192876,7.389440413001711
R S Software (India) Ltd.,2010,2.17,0.0,0.0,5.02,0.24,30.53,4.77,10.86,13.44,2.17,51.84,54.61,16.34,34.4,16.3,0,6.574796861660721,7.54040907911312
R S Software (India) Ltd.,2011,3.83,0.0,0.0,3.76,0.37,76.57,3.76,14.38,13.43,3.83,54.26,54.26,14.96,39.85,31.28,0,6.978493293487479,7.8125400706700905
R S Software (India) Ltd.,2012,5.97,0.0,0.0,2.9,0.04,50.84,2.9,11.59,15.76,5.97,34.04,34.04,16.09,28.25,18.65,0,7.2153870267415385,7.983542377008303
R S Software (India) Ltd.,2013,5.04,0.0,0.0,2.49,0.26,87.06,2.49,14.11,20.78,5.04,35.76,35.76,21.16,30.9,20.0,0,7.556584778890957,8.165903719753842
R S Software (India) Ltd.,2014,10.73,0.0,0.0,1.82,0.25,588.75,1.82,16.42,26.94,10.73,30.75,30.75,26.27,27.5,-1.82,0,7.751389292816018,8.14757773620177
R S Software (India) Ltd.,2015,8.17,0.0,0.0,0.8,0.024999999999999994,53.23,0.8,-1.6599999999999966,6.15,8.04,11.405000000000001,11.395,-11.169999999999998,10.115000000000002,-50.38,0,7.713203831629227,7.640603826393634
R S Software (India) Ltd.,2016,12.8,0.01,0.01,0.34,-0.2,53.23,0.34,-19.74,-30.8,12.8,-7.94,-7.96,-48.61,-7.27,-58.76,0,7.673502151956426,6.561030665896573
R S Software (India) Ltd.,2017,5.18,0.04,0.04,0.31,-0.13,53.23,0.3,-39.55,-56.07,5.18,-13.49,-13.81,-75.28,-12.6,-18.81,0,7.5877158977379064,6.352629396319567
R S Software (India) Ltd.,2018,3.57,0.05,0.06,0.37,-0.23,53.23,0.36,-35.74,-44.6,3.43,-13.91,-14.61,-52.36,-12.87,6.34,0,7.459511691350092,6.414114479970247
R S Software (India) Ltd.,2019,3.44,0.08,0.1,0.5,-0.23,53.23,0.47,-84.09,-46.66,3.38,-49.14,-52.7,-42.29,-44.65,-1.77,0,6.998874872349621,6.396262766228443
R S Software (India) Ltd.,2020,3.61,0.15,0.21,0.44,-0.1,53.23,0.38,-38.94,-38.49,3.6,-15.69,-18.02,-34.01,-14.03,-41.01,0,6.891320972518712,5.868449096211435
R S Software (India) Ltd.,2021,3.61,0.15,0.21,0.44,-0.1,53.23,0.38,-38.94,-38.49,3.6,-15.69,-18.02,-34.01,-14.03,-41.01,0,6.891320972518712,5.868449096211435
Raminfo Ltd.,2000,18.03,0.01,0.01,0.32,0.0,95.0,0.32,6.39,6.54,14.98,2.16,2.18,18.02,2.1,45.09,0,6.334522195087529,4.844974178195408
Raminfo Ltd.,2001,12.44,0.0,0.0,0.19,-0.05,82.25,0.19,-17.75,-17.41,9.12,-3.5,-3.52,0.5,-3.44,-21.01,0,6.301519470411488,4.609162207257629
Raminfo Ltd.,2002,7.27,0.02,0.02,0.14,-0.01,69.5,0.14,-48.02,-46.61,4.35,-6.87,-6.94,-0.42,-6.67,-28.39,0,6.262254751889545,4.275276264727001
Raminfo Ltd.,2003,4.78,0.02,0.02,0.14,0.0,56.75,0.14,-67.27,-52.05,2.73,-9.17,-9.34,2.74,-8.64,-8.62,0,6.233822317345996,4.185098925490565
Raminfo Ltd.,2004,4.41,0.02,0.02,0.14,0.01,44.0,0.14,-16.64,-24.07,2.66,-2.42,-2.47,17.56,-2.21,-0.3,0,6.2197946251094915,4.182050142641207
Raminfo Ltd.,2005,9.19,0.0,0.01,0.19,-0.03,31.25,0.18,-7.09,-10.01,6.19,-1.31,-1.33,20.73,-1.2,34.05,0,6.304265970352727,4.475061500641071
Raminfo Ltd.,2006,8.38,0.02,0.03,0.2,-0.01,18.5,0.2,18.52,18.8,5.93,3.67,3.73,30.17,3.36,16.29,0,6.370585679876545,4.625952725170619
Raminfo Ltd.,2007,6.0,0.04,0.04,0.24,0.0,12.25,0.23,20.28,27.13,4.43,4.69,4.86,34.69,4.24,24.78,0,6.465678052377241,4.847331743138063
Raminfo Ltd.,2008,4.64,0.04,0.04,0.16,0.01,3.7,0.16,3.43,3.87,3.61,0.54,0.56,23.15,0.49,-29.12,0,6.433261584463537,4.5031374604229395
Raminfo Ltd.,2009,1.43,0.05,0.06,0.13,0.01,3.3850000000000002,0.12,-263.84,-262.07,0.75,-32.81,-34.44,25.12,-29.8,-32.12,0,6.142252436230051,4.115779842942166
Raminfo Ltd.,2010,1.33,0.15,0.5,0.17,-0.04,3.0700000000000003,0.15,-123.03,-800.0,0.99,-18.81,-20.63,-84.94,-14.95,-42.58,0,4.794963757620747,3.5610460826040513
Raminfo Ltd.,2011,1.22,0.4,13.12,1.46,-0.07,2.755,0.63,-250.72,-26.79,1.22,-157.27,-368.09,-63.64,-68.21,-21.88,0,4.406719247264253,3.3141860046725258
Raminfo Ltd.,2012,2.59,0.12,0.28,1.38,-0.05,2.44,0.68,4.33,1.33,2.59,3.0,6.12,15.65,1.46,6.91,0,4.56954300834494,3.380994674344636
Raminfo Ltd.,2013,3.35,0.03,0.06,1.98,-0.08,7.08,1.73,7.19,7.19,3.35,12.51,14.34,11.11,6.79,242.86,0,4.774912960575186,4.613138355637268
Raminfo Ltd.,2014,2.46,0.05,0.08,1.9,0.13,10.0,1.78,2.78,8.33,2.46,4.97,5.33,21.06,2.83,27.68,0,4.914858338702487,4.857484114602081
Raminfo Ltd.,2015,1.96,0.09,0.22,2.9,-0.14,3.56,2.51,3.49,4.24,1.67,8.85,10.23,8.68,4.74,76.3,0,5.304796332645746,5.424509391785796
Raminfo Ltd.,2016,1.63,0.09,0.22,2.29,0.1,6.06,1.88,5.93,4.42,1.51,11.26,13.72,8.3,5.65,-10.27,0,5.441118165179708,5.316157284676367
Raminfo Ltd.,2017,1.34,0.07,0.23,2.59,0.0,4.04,2.11,3.73,3.92,1.29,8.01,9.81,7.39,3.44,28.29,0,5.845282036929901,5.565286397402276
Raminfo Ltd.,2018,1.45,0.1,0.27,2.47,0.01,3.1,1.97,4.57,4.47,1.36,9.15,11.46,13.22,3.94,26.0,0,6.06425021683363,5.796361655949294
Raminfo Ltd.,2019,1.39,0.03,0.08,1.74,0.01,1.58,1.49,4.57,2.61,1.2,9.15,11.46,13.22,3.94,-11.7,0,6.06425021683363,5.796361655949294
Raminfo Ltd.,2020,1.31,0.03,0.09,4.09,0.01,52.67,3.78,4.57,3.45,1.25,9.15,11.46,13.22,3.94,153.54,0,6.06425021683363,5.796361655949294
Raminfo Ltd.,2021,1.31,0.03,0.09,4.09,0.01,52.67,3.78,4.57,3.45,1.25,9.15,11.46,13.22,3.94,153.54,0,6.06425021683363,5.796361655949294
Saksoft Ltd.,2004,5.76,0.01,0.01,1.2,-0.01,,1.18,30.46,32.2,5.76,36.46,36.84,38.59,31.76,55.35,0,5.406274508053129,5.224670826379739
Saksoft Ltd.,2005,7.84,0.01,0.01,1.04,0.19,,1.03,32.76,36.36,7.84,36.05,36.36,37.05,32.26,41.5,0,5.857647399373643,5.571773731735836
Saksoft Ltd.,2006,2.14,0.39,0.78,1.05,0.12,17.52,0.73,25.43,27.15,2.14,18.82,27.02,30.22,16.82,39.33,0,6.651571873589727,5.903452669784769
Saksoft Ltd.,2007,1.51,0.4,0.86,1.08,0.09,1.62,0.59,2.68,5.63,1.51,1.59,2.91,15.2,1.38,21.24,0,6.851502337431339,6.0960497622980565
Saksoft Ltd.,2008,1.25,0.33,0.65,0.95,0.13,2.97,0.54,10.34,11.41,1.25,5.85,10.24,16.91,4.94,-3.74,0,6.83130610681873,6.0579542883768145
Saksoft Ltd.,2009,1.8,0.38,0.73,0.9,0.01,1.91,0.54,3.73,5.76,1.8,2.0,3.38,18.67,1.73,-0.4,0,6.813774215511243,6.053969752459379
Saksoft Ltd.,2010,3.08,0.39,0.73,0.89,0.07,1.82,0.51,3.59,5.38,3.08,1.88,3.24,14.39,1.72,-0.94,0,6.780376349652307,6.0445312680446746
Saksoft Ltd.,2011,3.49,0.38,0.68,0.85,0.11,2.75,0.5,7.62,12.21,3.48,3.92,6.67,20.15,3.67,-1.52,0,6.797270545806865,6.0292419114420115
Saksoft Ltd.,2012,1.77,0.33,0.56,0.84,0.04,2.26,0.52,6.56,9.48,1.77,3.44,5.59,19.55,3.22,2.21,0,6.746999500102743,6.051147549269156
Saksoft Ltd.,2013,2.01,0.28,0.45,0.84,0.07,3.92,0.56,11.89,16.9,2.0,6.94,10.45,22.44,6.35,3.49,0,6.762382625966384,6.08541015995051
Saksoft Ltd.,2014,1.29,0.31,0.54,0.84,0.19,3.28,0.56,11.43,17.17,1.28,6.59,9.87,24.52,5.92,6.08,0,6.886225160431774,6.144400203378695
Saksoft Ltd.,2015,1.73,0.29,0.46,0.84,0.05,5.07,0.56,19.51,26.37,1.73,11.84,17.73,29.0,10.74,8.88,0,6.9307879780927095,6.229496710915942
Saksoft Ltd.,2016,1.34,0.34,0.56,0.74,0.1,3.3,0.49,11.39,16.49,1.34,5.91,8.92,21.49,5.56,-0.14,0,7.061248599939246,6.228116448446984
Saksoft Ltd.,2017,0.95,0.33,0.54,0.77,0.05,3.66,0.5,13.98,18.53,0.95,7.82,12.1,17.6,7.44,13.79,0,7.1471658027602185,6.357322200621367
Saksoft Ltd.,2018,1.46,0.29,0.46,1.13,0.05,5.8,0.76,16.32,20.93,1.46,13.03,19.48,21.86,12.27,63.93,0,7.238137580965946,6.8516081183591355
Saksoft Ltd.,2019,1.8,0.21,0.29,1.15,0.17,9.16,0.85,22.93,27.77,1.78,21.5,29.38,26.91,20.17,22.58,0,7.336350804479156,7.055226558340346
Saksoft Ltd.,2020,2.64,0.16,0.21,1.05,0.18,10.37,0.84,14.89,19.96,2.63,12.61,15.74,24.76,11.62,8.38,0,7.440792391113347,7.135687347028144
Saksoft Ltd.,2021,2.64,0.16,0.21,1.05,0.18,10.37,0.84,14.89,19.96,2.63,12.61,15.74,24.76,11.62,8.38,0,7.440792391113347,7.135687347028144
Satyam Computer Services Ltd. [Merged],2000,2.83,0.15,0.21,2.1,0.19,16.73,1.5,34.53,35.75,2.83,59.96,83.84,37.74,51.86,80.19,0,9.358044603748443,9.40917483714435
Satyam Computer Services Ltd. [Merged],2001,7.02,0.0,0.0,1.26,0.27,105.69,1.19,27.27,26.61,7.02,33.6,35.78,34.7,29.01,41.96,0,10.009930981631484,9.759582539484045
Satyam Computer Services Ltd. [Merged],2002,6.13,0.01,0.01,1.0,0.19,451.28999999999996,0.99,14.62,17.94,6.13,14.84,14.93,30.98,12.64,16.84,0,10.157579231793958,9.915243183546982
Satyam Computer Services Ltd. [Merged],2003,7.75,0.0,0.0,1.08,0.14,796.8899999999999,1.07,20.85,24.98,7.75,23.34,23.46,27.96,19.73,25.59,0,10.319048195476304,10.143110568494116
Satyam Computer Services Ltd. [Merged],2004,7.78,0.0,0.0,1.19,0.17,1142.49,1.19,21.05,24.31,7.78,25.82,25.9,26.21,22.03,36.3,0,10.541877551635777,10.452827871052282
Satyam Computer Services Ltd. [Merged],2005,6.69,0.0,0.0,1.23,0.15,532.85,1.22,24.74,28.83,6.69,32.75,32.85,26.02,27.65,33.78,0,10.856019563454565,10.743827692598247
Satyam Computer Services Ltd. [Merged],2006,6.76,0.0,0.0,1.23,0.15,207.84,1.23,22.22,24.54,6.76,28.06,28.13,24.87,23.45,34.4,0,11.150830143003102,11.039471088739596
Satyam Computer Services Ltd. [Merged],2007,5.87,0.0,0.0,1.24,0.16,145.15,1.23,20.41,23.07,5.87,26.05,26.13,22.87,21.56,30.65,0,11.404214899712727,11.306798801635873
Satyam Computer Services Ltd. [Merged],2008,0.74,0.15,0.01,2.47,0.1,82.46000000000001,2.25,-19.52,-90.04,0.74,-44.87,-49.23,7.91,-25.45,3.63,0,10.657894447316275,11.342433659929851
Satyam Computer Services Ltd. [Merged],2009,1.55,0.01,0.02,5.76,0.03,19.77,4.16,2.35,-1.04,1.55,10.14,14.04,10.15,2.46,-39.43,0,10.979683801919906,10.841069998544572
Satyam Computer Services Ltd. [Merged],2010,1.29,0.0,0.01,2.14,-0.03,742.27,2.11,9.11,-1.43,1.26,20.53,20.87,9.12,7.62,-6.4,0,11.056477540586986,10.774948268492489
Satyam Computer Services Ltd. [Merged],2011,1.18,0.0,0.01,2.18,0.1,1151.3,2.15,17.19,18.56,1.16,39.61,40.05,16.98,15.92,24.76,0,11.216686889835326,10.996132069424446
Satyam Computer Services Ltd. [Merged],2012,1.18,0.0,0.01,2.18,0.1,1151.3,2.15,17.19,18.56,1.16,39.61,40.05,16.98,15.92,24.76,0,11.216686889835326,10.996132069424446
Satyam Computer Services Ltd. [Merged],2013,1.18,0.0,0.01,2.18,0.1,1151.3,2.15,17.19,18.56,1.16,39.61,40.05,16.98,15.92,24.76,0,11.216686889835326,10.996132069424446
Satyam Computer Services Ltd. [Merged],2014,1.18,0.0,0.01,2.18,0.1,1151.3,2.15,17.19,18.56,1.16,39.61,40.05,16.98,15.92,24.76,0,11.216686889835326,10.996132069424446
Satyam Computer Services Ltd. [Merged],2015,1.18,0.0,0.01,2.18,0.1,1151.3,2.15,17.19,18.56,1.16,39.61,40.05,16.98,15.92,24.76,0,11.216686889835326,10.996132069424446
Satyam Computer Services Ltd. [Merged],2016,1.18,0.0,0.01,2.18,0.1,1151.3,2.15,17.19,18.56,1.16,39.61,40.05,16.98,15.92,24.76,0,11.216686889835326,10.996132069424446
Satyam Computer Services Ltd. [Merged],2017,1.18,0.0,0.01,2.18,0.1,1151.3,2.15,17.19,18.56,1.16,39.61,40.05,16.98,15.92,24.76,0,11.216686889835326,10.996132069424446
Satyam Computer Services Ltd. [Merged],2018,1.18,0.0,0.01,2.18,0.1,1151.3,2.15,17.19,18.56,1.16,39.61,40.05,16.98,15.92,24.76,0,11.216686889835326,10.996132069424446
Satyam Computer Services Ltd. [Merged],2019,1.18,0.0,0.01,2.18,0.1,1151.3,2.15,17.19,18.56,1.16,39.61,40.05,16.98,15.92,24.76,0,11.216686889835326,10.996132069424446
Satyam Computer Services Ltd. [Merged],2020,1.18,0.0,0.01,2.18,0.1,1151.3,2.15,17.19,18.56,1.16,39.61,40.05,16.98,15.92,24.76,0,11.216686889835326,10.996132069424446
Satyam Computer Services Ltd. [Merged],2021,1.18,0.0,0.01,2.18,0.1,1151.3,2.15,17.19,18.56,1.16,39.61,40.05,16.98,15.92,24.76,0,11.216686889835326,10.996132069424446
Saven Technologies Ltd.,2000,14.2,0.0,0.0,1.44,-0.42,40.0,1.44,6.07,6.07,12.43,8.99,8.99,9.11,8.55,76.59,0,4.909709375506295,4.829912458665998
Saven Technologies Ltd.,2001,5.96,0.0,0.0,0.83,0.29,42.2,0.83,-33.26,-37.24,5.96,-28.03,-28.03,-19.76,-25.52,-27.24,0,4.709530201312334,4.511957804265912
Saven Technologies Ltd.,2002,3.85,0.0,0.0,0.3,0.0,44.4,0.3,-61.15,-61.15,3.85,-18.57,-18.57,-17.37,-14.76,-71.57,0,4.679349584162343,3.254242968705492
Saven Technologies Ltd.,2003,3.4,0.03,0.05,0.8,-0.03,46.6,0.78,-31.37,-31.37,3.4,-24.79,-25.27,-5.75,-17.12,101.54,0,4.465908118654584,3.955082494888593
Saven Technologies Ltd.,2004,5.94,0.03,0.05,1.21,0.0,48.8,1.15,-6.96,-6.96,5.94,-8.07,-8.46,8.96,-5.24,17.62,0,4.351567427189173,4.117409835153096
Saven Technologies Ltd.,2005,19.14,0.0,0.0,1.39,0.05,51.0,1.36,6.74,6.74,19.14,9.2,9.42,10.55,6.39,20.36,0,4.368181227851829,4.302712827954156
Saven Technologies Ltd.,2006,23.11,0.0,0.0,0.8,0.03,44.75,0.8,-16.91,-16.91,23.11,-13.96,-13.96,-2.17,-10.17,-37.62,0,4.363098624788363,3.8308129500026027
Saven Technologies Ltd.,2007,37.54,0.0,0.0,0.58,-0.01,38.5,0.58,-8.36,-8.64,37.54,-4.91,-4.91,1.98,-3.66,-23.43,0,4.448516375942715,3.563882963939251
Saven Technologies Ltd.,2008,11.98,0.0,0.0,0.55,-0.01,32.25,0.55,7.97,8.23,11.98,4.64,4.64,10.93,3.48,3.68,0,4.531523645819793,3.6000482404073204
Saven Technologies Ltd.,2009,27.29,0.0,0.0,0.36,0.06,26.0,0.36,9.69,9.69,27.29,3.56,3.56,16.27,2.69,-31.15,0,4.533674184283021,3.2268439945173775
Saven Technologies Ltd.,2010,25.75,0.0,0.01,0.49,0.03,40.0,0.49,10.66,10.66,25.69,5.29,5.3,15.36,4.16,42.06,0,4.548599834499697,3.5779478934066544
Saven Technologies Ltd.,2011,17.09,0.0,0.0,0.8,0.12,176.0,0.8,23.34,29.3,17.09,19.38,19.44,24.14,16.27,94.41,0,4.729156165769083,4.242764567340374
Saven Technologies Ltd.,2012,22.69,0.01,0.01,0.78,0.24,312.0,0.78,23.78,33.01,22.69,21.2,21.34,24.91,18.8,26.29,0,4.9494688588587685,4.476199804691132
Saven Technologies Ltd.,2013,29.36,0.01,0.01,0.61,0.2,482.0,0.6,31.61,42.16,29.36,24.85,25.07,29.11,21.98,-1.14,0,5.2278949022514904,4.464758032271346
Saven Technologies Ltd.,2014,14.77,0.0,0.0,0.43,0.08,193.75,0.43,45.15,53.52,14.77,34.94,35.04,23.6,29.21,-9.32,0,5.534179690270021,4.366912996863833
Saven Technologies Ltd.,2015,5.31,0.0,0.0,0.44,-0.01,123.5,0.44,16.41,24.57,5.31,8.16,8.16,18.33,6.66,10.79,0,5.465525285531943,4.469350462845557
Saven Technologies Ltd.,2016,13.17,0.0,0.0,0.48,0.04,123.5,0.48,16.3,23.85,13.17,8.7,8.7,19.61,7.74,12.71,0,5.419649651715562,4.589040804058207
Saven Technologies Ltd.,2017,4.55,0.0,0.0,0.52,0.18,123.5,0.52,15.62,20.89,4.55,9.48,9.48,11.67,8.83,-14.63,0,4.879006851617819,4.430816798843313
